IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.17.252.149,4,4,0.00,122.19,0.00,N/A
104.18.198.94,4,4,0.00,122.20,0.00,N/A
104.19.11.103,4,4,0.00,122.22,0.00,N/A
104.18.188.121,4,4,0.00,122.22,0.00,N/A
104.18.231.195,4,4,0.00,122.28,0.00,N/A
104.18.211.37,4,4,0.00,122.32,0.00,N/A
104.18.17.67,4,4,0.00,122.34,0.00,N/A
104.17.97.142,4,4,0.00,122.35,0.00,N/A
104.18.170.84,4,4,0.00,122.35,0.00,N/A
104.18.204.0,4,4,0.00,122.38,0.00,N/A
104.25.62.48,4,4,0.00,122.42,0.00,N/A
104.17.95.35,4,4,0.00,122.54,0.00,N/A
104.20.26.103,4,4,0.00,122.55,0.00,N/A
104.19.192.127,4,4,0.00,122.57,0.00,N/A
104.17.52.108,4,4,0.00,122.58,0.00,N/A
104.18.210.230,4,4,0.00,122.58,0.00,N/A
104.17.50.92,4,4,0.00,122.59,0.00,N/A
104.20.13.162,4,4,0.00,122.59,0.00,N/A
104.18.232.214,4,4,0.00,122.63,0.00,N/A
104.18.148.211,4,4,0.00,122.66,0.00,N/A
104.25.67.131,4,4,0.00,122.66,0.00,N/A
104.18.182.77,4,4,0.00,122.69,0.00,N/A
104.18.56.210,4,4,0.00,122.70,0.00,N/A
104.18.54.81,4,4,0.00,122.72,0.00,N/A
104.20.12.33,4,4,0.00,122.72,0.00,N/A
104.20.29.94,4,4,0.00,122.74,0.00,N/A
104.19.45.229,4,4,0.00,122.76,0.00,N/A
104.19.136.200,4,4,0.00,122.79,0.00,N/A
104.19.191.121,4,4,0.00,122.79,0.00,N/A
104.18.237.62,4,4,0.00,122.80,0.00,N/A
104.17.240.0,4,4,0.00,122.80,0.00,N/A
104.19.38.128,4,4,0.00,122.80,0.00,N/A
104.20.11.237,4,4,0.00,122.81,0.00,N/A
104.20.30.182,4,4,0.00,122.82,0.00,N/A
104.18.185.245,4,4,0.00,122.82,0.00,N/A
104.18.147.164,4,4,0.00,122.83,0.00,N/A
104.17.41.150,4,4,0.00,122.83,0.00,N/A
104.18.145.63,4,4,0.00,122.84,0.00,N/A
104.18.233.208,4,4,0.00,122.85,0.00,N/A
104.20.28.9,4,4,0.00,122.85,0.00,N/A
104.17.239.82,4,4,0.00,122.86,0.00,N/A
104.17.91.183,4,4,0.00,122.87,0.00,N/A
104.25.73.27,4,4,0.00,122.91,0.00,N/A
104.18.181.208,4,4,0.00,122.92,0.00,N/A
104.17.93.123,4,4,0.00,122.92,0.00,N/A
104.18.180.39,4,4,0.00,122.95,0.00,N/A
104.17.42.41,4,4,0.00,122.96,0.00,N/A
104.18.205.226,4,4,0.00,122.97,0.00,N/A
104.18.227.32,4,4,0.00,122.98,0.00,N/A
104.18.146.233,4,4,0.00,122.99,0.00,N/A
104.19.134.141,4,4,0.00,123.00,0.00,N/A
104.19.107.14,4,4,0.00,123.01,0.00,N/A
104.17.118.169,4,4,0.00,123.01,0.00,N/A
104.17.1.68,4,4,0.00,123.02,0.00,N/A
104.19.132.83,4,4,0.00,123.03,0.00,N/A
104.19.105.32,4,4,0.00,123.05,0.00,N/A
104.19.43.31,4,4,0.00,123.05,0.00,N/A
104.17.243.131,4,4,0.00,123.06,0.00,N/A
104.17.40.17,4,4,0.00,123.09,0.00,N/A
104.18.235.247,4,4,0.00,123.09,0.00,N/A
104.18.175.112,4,4,0.00,123.09,0.00,N/A
104.17.39.48,4,4,0.00,123.10,0.00,N/A
104.18.234.214,4,4,0.00,123.14,0.00,N/A
104.17.242.21,4,4,0.00,123.15,0.00,N/A
104.18.179.208,4,4,0.00,123.18,0.00,N/A
104.19.46.75,4,4,0.00,123.19,0.00,N/A
104.19.36.41,4,4,0.00,123.20,0.00,N/A
104.18.239.185,4,4,0.00,123.22,0.00,N/A
104.18.230.74,4,4,0.00,123.22,0.00,N/A
104.18.219.111,4,4,0.00,123.25,0.00,N/A
104.19.41.136,4,4,0.00,123.26,0.00,N/A
104.18.226.247,4,4,0.00,123.31,0.00,N/A
104.18.218.213,4,4,0.00,123.32,0.00,N/A
104.20.43.79,4,4,0.00,123.32,0.00,N/A
104.19.100.106,4,4,0.00,123.32,0.00,N/A
104.17.38.88,4,4,0.00,123.33,0.00,N/A
104.20.33.175,4,4,0.00,123.34,0.00,N/A
104.20.44.49,4,4,0.00,123.35,0.00,N/A
104.19.130.115,4,4,0.00,123.36,0.00,N/A
104.20.42.71,4,4,0.00,123.37,0.00,N/A
104.20.41.124,4,4,0.00,123.39,0.00,N/A
104.17.234.134,4,4,0.00,123.41,0.00,N/A
104.20.45.68,4,4,0.00,123.41,0.00,N/A
104.17.246.108,4,4,0.00,123.43,0.00,N/A
104.18.152.254,4,4,0.00,123.44,0.00,N/A
104.18.223.214,4,4,0.00,123.47,0.00,N/A
104.18.225.222,4,4,0.00,123.47,0.00,N/A
104.19.129.10,4,4,0.00,123.48,0.00,N/A
104.18.107.53,4,4,0.00,123.50,0.00,N/A
104.16.250.241,4,4,0.00,123.51,0.00,N/A
104.17.33.202,4,4,0.00,123.53,0.00,N/A
104.19.127.159,4,4,0.00,123.54,0.00,N/A
104.18.212.203,4,4,0.00,123.56,0.00,N/A
104.19.80.24,4,4,0.00,123.57,0.00,N/A
104.17.233.22,4,4,0.00,123.60,0.00,N/A
104.18.213.209,4,4,0.00,123.61,0.00,N/A
104.16.248.17,4,4,0.00,123.63,0.00,N/A
104.18.153.25,4,4,0.00,123.65,0.00,N/A
104.19.35.89,4,4,0.00,123.65,0.00,N/A
104.25.60.186,4,4,0.00,123.66,0.00,N/A
104.19.150.45,4,4,0.00,123.70,0.00,N/A
104.17.231.169,4,4,0.00,123.74,0.00,N/A
104.16.247.216,4,4,0.00,123.75,0.00,N/A
104.18.151.39,4,4,0.00,123.78,0.00,N/A
104.18.224.211,4,4,0.00,123.78,0.00,N/A
104.18.222.2,4,4,0.00,123.81,0.00,N/A
104.17.247.30,4,4,0.00,123.85,0.00,N/A
104.18.214.251,4,4,0.00,123.96,0.00,N/A
104.18.154.60,4,4,0.00,123.98,0.00,N/A
104.19.70.45,4,4,0.00,123.99,0.00,N/A
104.18.155.174,4,4,0.00,124.00,0.00,N/A
104.30.128.97,4,4,0.00,124.02,0.00,N/A
104.20.17.250,4,4,0.00,124.12,0.00,N/A
104.17.232.142,4,4,0.00,124.12,0.00,N/A
104.18.156.135,4,4,0.00,124.15,0.00,N/A
104.18.39.152,4,4,0.00,124.15,0.00,N/A
104.18.221.28,4,4,0.00,124.17,0.00,N/A
104.17.244.162,4,4,0.00,124.19,0.00,N/A
104.18.113.230,4,4,0.00,124.22,0.00,N/A
104.25.70.132,4,4,0.00,124.22,0.00,N/A
104.17.237.191,4,4,0.00,124.23,0.00,N/A
104.18.220.136,4,4,0.00,124.27,0.00,N/A
104.18.158.133,4,4,0.00,124.27,0.00,N/A
104.20.10.252,4,4,0.00,124.30,0.00,N/A
104.18.73.161,4,4,0.00,124.33,0.00,N/A
104.19.37.86,4,4,0.00,124.33,0.00,N/A
104.20.9.137,4,4,0.00,124.36,0.00,N/A
104.18.203.211,4,4,0.00,124.42,0.00,N/A
104.17.245.149,4,4,0.00,124.44,0.00,N/A
104.18.66.220,4,4,0.00,124.46,0.00,N/A
104.20.15.236,4,4,0.00,124.46,0.00,N/A
104.20.8.92,4,4,0.00,124.53,0.00,N/A
104.17.206.234,4,4,0.00,124.55,0.00,N/A
104.18.202.62,4,4,0.00,124.58,0.00,N/A
104.19.153.25,4,4,0.00,124.59,0.00,N/A
104.26.14.200,4,4,0.00,124.62,0.00,N/A
104.26.13.61,4,4,0.00,124.67,0.00,N/A
104.19.123.45,4,4,0.00,124.75,0.00,N/A
104.20.27.244,4,4,0.00,124.76,0.00,N/A
104.19.190.121,4,4,0.00,124.77,0.00,N/A
104.19.149.239,4,4,0.00,124.80,0.00,N/A
104.18.253.63,4,4,0.00,124.81,0.00,N/A
104.18.249.157,4,4,0.00,124.81,0.00,N/A
104.17.15.50,4,4,0.00,124.86,0.00,N/A
104.17.227.149,4,4,0.00,124.87,0.00,N/A
104.18.208.126,4,4,0.00,124.88,0.00,N/A
104.19.128.177,4,4,0.00,124.96,0.00,N/A
104.19.33.83,4,4,0.00,124.99,0.00,N/A
104.17.96.220,4,4,0.00,125.00,0.00,N/A
104.17.224.188,4,4,0.00,125.04,0.00,N/A
104.19.189.66,4,4,0.00,125.05,0.00,N/A
104.18.183.236,4,4,0.00,125.07,0.00,N/A
104.18.135.127,4,4,0.00,125.07,0.00,N/A
104.18.36.133,4,4,0.00,125.08,0.00,N/A
104.20.14.67,4,4,0.00,125.11,0.00,N/A
104.19.126.36,4,4,0.00,125.11,0.00,N/A
104.18.200.49,4,4,0.00,125.12,0.00,N/A
104.18.133.244,4,4,0.00,125.12,0.00,N/A
104.16.215.67,4,4,0.00,125.24,0.00,N/A
104.18.72.251,4,4,0.00,125.27,0.00,N/A
104.19.119.137,4,4,0.00,125.30,0.00,N/A
104.18.187.8,4,4,0.00,125.35,0.00,N/A
104.18.199.104,4,4,0.00,125.37,0.00,N/A
104.19.194.232,4,4,0.00,125.41,0.00,N/A
104.19.249.43,4,4,0.00,125.42,0.00,N/A
104.20.25.187,4,4,0.00,125.53,0.00,N/A
104.18.144.203,4,4,0.00,125.53,0.00,N/A
104.18.143.24,4,4,0.00,125.54,0.00,N/A
104.25.56.208,4,4,0.00,125.56,0.00,N/A
104.18.206.11,4,4,0.00,125.58,0.00,N/A
104.20.24.130,4,4,0.00,125.62,0.00,N/A
104.26.15.234,4,4,0.00,125.62,0.00,N/A
104.18.142.89,4,4,0.00,125.62,0.00,N/A
104.19.250.10,4,4,0.00,125.66,0.00,N/A
104.18.67.196,4,4,0.00,125.70,0.00,N/A
104.19.247.227,4,4,0.00,125.71,0.00,N/A
104.16.235.207,4,4,0.00,125.74,0.00,N/A
104.18.228.250,4,4,0.00,125.74,0.00,N/A
104.18.229.201,4,4,0.00,125.78,0.00,N/A
104.18.186.192,4,4,0.00,125.80,0.00,N/A
104.20.2.103,4,4,0.00,125.81,0.00,N/A
104.18.247.2,4,4,0.00,125.82,0.00,N/A
104.20.23.53,4,4,0.00,125.84,0.00,N/A
104.19.251.91,4,4,0.00,125.88,0.00,N/A
104.18.19.1,4,4,0.00,126.01,0.00,N/A
104.18.248.139,4,4,0.00,126.01,0.00,N/A
104.19.248.229,4,4,0.00,126.02,0.00,N/A
104.20.22.142,4,4,0.00,126.04,0.00,N/A
104.19.68.93,4,4,0.00,126.11,0.00,N/A
104.19.235.143,4,4,0.00,126.17,0.00,N/A
104.17.253.226,4,4,0.00,126.26,0.00,N/A
104.17.235.177,4,4,0.00,126.31,0.00,N/A
104.18.37.56,4,4,0.00,126.36,0.00,N/A
104.20.21.191,4,4,0.00,126.39,0.00,N/A
104.18.120.239,4,4,0.00,126.41,0.00,N/A
104.18.126.200,4,4,0.00,126.41,0.00,N/A
104.19.148.212,4,4,0.00,126.47,0.00,N/A
104.18.123.201,4,4,0.00,126.47,0.00,N/A
104.19.138.199,4,4,0.00,126.48,0.00,N/A
104.19.137.152,4,4,0.00,126.49,0.00,N/A
104.19.166.50,4,4,0.00,126.51,0.00,N/A
104.20.5.27,4,4,0.00,126.54,0.00,N/A
104.20.6.27,4,4,0.00,126.57,0.00,N/A
104.18.184.165,4,4,0.00,126.61,0.00,N/A
104.20.3.27,4,4,0.00,126.63,0.00,N/A
104.18.197.167,4,4,0.00,126.64,0.00,N/A
104.19.146.252,4,4,0.00,126.65,0.00,N/A
104.18.103.45,4,4,0.00,126.70,0.00,N/A
104.19.168.137,4,4,0.00,126.71,0.00,N/A
104.18.65.223,4,4,0.00,126.71,0.00,N/A
104.19.169.90,4,4,0.00,126.76,0.00,N/A
104.19.106.69,4,4,0.00,126.79,0.00,N/A
104.20.4.128,4,4,0.00,126.81,0.00,N/A
104.18.102.134,4,4,0.00,126.83,0.00,N/A
104.19.96.135,4,4,0.00,126.88,0.00,N/A
104.19.171.109,4,4,0.00,126.89,0.00,N/A
104.19.104.54,4,4,0.00,126.94,0.00,N/A
104.18.217.91,4,4,0.00,126.95,0.00,N/A
104.19.167.157,4,4,0.00,126.98,0.00,N/A
104.18.195.33,4,4,0.00,127.01,0.00,N/A
104.19.102.98,4,4,0.00,127.02,0.00,N/A
104.18.140.239,4,4,0.00,127.02,0.00,N/A
104.19.147.85,4,4,0.00,127.05,0.00,N/A
104.19.215.117,4,4,0.00,127.06,0.00,N/A
104.19.120.47,4,4,0.00,127.08,0.00,N/A
104.19.67.232,4,4,0.00,127.12,0.00,N/A
104.18.63.24,4,4,0.00,127.12,0.00,N/A
104.20.20.206,4,4,0.00,127.15,0.00,N/A
104.19.165.94,4,4,0.00,127.17,0.00,N/A
104.19.101.202,4,4,0.00,127.20,0.00,N/A
104.19.210.246,4,4,0.00,127.23,0.00,N/A
104.19.143.52,4,4,0.00,127.24,0.00,N/A
104.19.115.171,4,4,0.00,127.24,0.00,N/A
104.18.62.48,4,4,0.00,127.25,0.00,N/A
104.19.177.251,4,4,0.00,127.27,0.00,N/A
104.18.138.48,4,4,0.00,127.29,0.00,N/A
104.18.173.213,4,4,0.00,127.29,0.00,N/A
104.19.2.127,4,4,0.00,127.30,0.00,N/A
104.18.194.167,4,4,0.00,127.31,0.00,N/A
104.19.62.135,4,4,0.00,127.32,0.00,N/A
104.18.139.85,4,4,0.00,127.32,0.00,N/A
104.18.141.233,4,4,0.00,127.32,0.00,N/A
104.19.163.86,4,4,0.00,127.33,0.00,N/A
104.20.18.244,4,4,0.00,127.33,0.00,N/A
104.18.104.202,4,4,0.00,127.38,0.00,N/A
104.20.19.224,4,4,0.00,127.39,0.00,N/A
104.18.82.18,4,4,0.00,127.42,0.00,N/A
104.19.174.152,4,4,0.00,127.46,0.00,N/A
104.19.108.54,4,4,0.00,127.47,0.00,N/A
104.18.172.184,4,4,0.00,127.48,0.00,N/A
104.19.142.144,4,4,0.00,127.49,0.00,N/A
104.18.100.235,4,4,0.00,127.50,0.00,N/A
104.19.145.178,4,4,0.00,127.51,0.00,N/A
104.19.113.77,4,4,0.00,127.52,0.00,N/A
104.19.117.62,4,4,0.00,127.53,0.00,N/A
104.18.216.176,4,4,0.00,127.54,0.00,N/A
104.19.209.127,4,4,0.00,127.54,0.00,N/A
104.18.101.114,4,4,0.00,127.55,0.00,N/A
104.19.114.124,4,4,0.00,127.56,0.00,N/A
104.18.171.144,4,4,0.00,127.58,0.00,N/A
104.19.207.103,4,4,0.00,127.58,0.00,N/A
104.19.122.80,4,4,0.00,127.61,0.00,N/A
104.18.55.83,4,4,0.00,127.63,0.00,N/A
104.25.79.136,4,4,0.00,127.65,0.00,N/A
104.19.66.92,4,4,0.00,127.65,0.00,N/A
104.17.251.25,4,4,0.00,127.66,0.00,N/A
104.18.59.23,4,4,0.00,127.67,0.00,N/A
104.19.111.58,4,4,0.00,127.68,0.00,N/A
104.17.241.160,4,4,0.00,127.68,0.00,N/A
104.20.16.238,4,4,0.00,127.71,0.00,N/A
104.18.84.65,4,4,0.00,127.76,0.00,N/A
104.19.208.195,4,4,0.00,127.78,0.00,N/A
104.18.60.248,4,4,0.00,127.80,0.00,N/A
104.17.236.165,4,4,0.00,127.83,0.00,N/A
104.18.76.98,4,4,0.00,127.85,0.00,N/A
104.19.110.197,4,4,0.00,127.85,0.00,N/A
104.17.238.229,4,4,0.00,127.90,0.00,N/A
104.19.252.44,4,4,0.00,127.90,0.00,N/A
104.19.124.186,4,4,0.00,127.98,0.00,N/A
104.19.121.198,4,4,0.00,127.99,0.00,N/A
104.18.83.1,4,4,0.00,128.00,0.00,N/A
104.20.0.108,4,4,0.00,128.06,0.00,N/A
104.18.80.97,4,4,0.00,128.06,0.00,N/A
104.19.193.225,4,4,0.00,128.07,0.00,N/A
104.18.168.122,4,4,0.00,128.09,0.00,N/A
104.17.228.239,4,4,0.00,128.12,0.00,N/A
104.18.114.193,4,4,0.00,128.12,0.00,N/A
104.19.217.119,4,4,0.00,128.18,0.00,N/A
104.19.93.79,4,4,0.00,128.19,0.00,N/A
104.19.213.164,4,4,0.00,128.19,0.00,N/A
104.19.157.86,4,4,0.00,128.21,0.00,N/A
104.19.218.201,4,4,0.00,128.21,0.00,N/A
104.19.156.41,4,4,0.00,128.26,0.00,N/A
104.19.155.129,4,4,0.00,128.29,0.00,N/A
104.17.229.41,4,4,0.00,128.31,0.00,N/A
104.17.5.104,4,4,0.00,128.33,0.00,N/A
104.18.34.132,4,4,0.00,128.34,0.00,N/A
104.19.154.67,4,4,0.00,128.43,0.00,N/A
104.18.178.18,4,4,0.00,128.47,0.00,N/A
104.18.3.241,4,4,0.00,128.49,0.00,N/A
104.18.33.202,4,4,0.00,128.51,0.00,N/A
104.19.188.13,4,4,0.00,128.53,0.00,N/A
104.19.125.29,4,4,0.00,128.56,0.00,N/A
104.19.216.48,4,4,0.00,128.56,0.00,N/A
104.19.152.91,4,4,0.00,128.59,0.00,N/A
104.19.133.23,4,4,0.00,128.61,0.00,N/A
104.19.238.226,4,4,0.00,128.69,0.00,N/A
104.19.151.147,4,4,0.00,128.70,0.00,N/A
104.19.103.12,4,4,0.00,128.74,0.00,N/A
104.18.127.82,4,4,0.00,128.77,0.00,N/A
104.19.162.78,4,4,0.00,128.80,0.00,N/A
104.19.243.88,4,4,0.00,128.81,0.00,N/A
104.17.226.189,4,4,0.00,128.81,0.00,N/A
104.19.240.230,4,4,0.00,128.84,0.00,N/A
104.19.118.47,4,4,0.00,128.84,0.00,N/A
104.19.233.200,4,4,0.00,128.88,0.00,N/A
104.19.241.148,4,4,0.00,128.89,0.00,N/A
104.18.6.183,4,4,0.00,128.92,0.00,N/A
104.18.125.241,4,4,0.00,128.93,0.00,N/A
104.19.223.194,4,4,0.00,128.93,0.00,N/A
104.19.234.157,4,4,0.00,128.94,0.00,N/A
104.19.135.26,4,4,0.00,128.97,0.00,N/A
104.19.232.138,4,4,0.00,128.97,0.00,N/A
104.18.124.143,4,4,0.00,129.05,0.00,N/A
104.18.4.64,4,4,0.00,129.09,0.00,N/A
104.19.242.26,4,4,0.00,129.14,0.00,N/A
104.18.130.105,4,4,0.00,129.24,0.00,N/A
104.19.173.129,4,4,0.00,129.26,0.00,N/A
104.18.121.47,4,4,0.00,129.30,0.00,N/A
104.19.161.64,4,4,0.00,129.34,0.00,N/A
104.18.12.72,4,4,0.00,129.37,0.00,N/A
104.26.12.194,4,4,0.00,129.38,0.00,N/A
104.18.53.17,4,4,0.00,129.39,0.00,N/A
104.18.128.86,4,4,0.00,129.41,0.00,N/A
104.18.193.77,4,4,0.00,129.49,0.00,N/A
104.19.141.86,4,4,0.00,129.49,0.00,N/A
104.18.74.58,4,4,0.00,129.60,0.00,N/A
104.18.129.66,4,4,0.00,129.60,0.00,N/A
104.18.191.118,4,4,0.00,129.63,0.00,N/A
104.26.11.251,4,4,0.00,129.65,0.00,N/A
104.18.192.102,4,4,0.00,129.67,0.00,N/A
104.18.106.78,4,4,0.00,129.67,0.00,N/A
104.18.119.50,4,4,0.00,129.72,0.00,N/A
104.18.190.193,4,4,0.00,129.73,0.00,N/A
104.19.112.229,4,4,0.00,129.81,0.00,N/A
104.18.189.54,4,4,0.00,129.84,0.00,N/A
104.19.172.140,4,4,0.00,129.88,0.00,N/A
104.18.109.10,4,4,0.00,129.90,0.00,N/A
104.18.196.250,4,4,0.00,129.90,0.00,N/A
104.19.179.239,4,4,0.00,129.91,0.00,N/A
104.19.116.106,4,4,0.00,129.93,0.00,N/A
104.18.176.131,4,4,0.00,129.96,0.00,N/A
104.18.177.17,4,4,0.00,129.96,0.00,N/A
104.25.250.133,4,4,0.00,130.05,0.00,N/A
104.18.5.223,4,4,0.00,130.05,0.00,N/A
104.18.118.136,4,4,0.00,130.07,0.00,N/A
104.19.144.140,4,4,0.00,130.08,0.00,N/A
104.18.122.193,4,4,0.00,130.11,0.00,N/A
104.18.95.2,4,4,0.00,130.16,0.00,N/A
104.18.169.48,4,4,0.00,130.20,0.00,N/A
104.19.221.76,4,4,0.00,130.21,0.00,N/A
104.17.248.209,4,4,0.00,130.23,0.00,N/A
104.25.68.241,4,4,0.00,130.24,0.00,N/A
104.18.105.251,4,4,0.00,130.27,0.00,N/A
104.19.109.198,4,4,0.00,130.29,0.00,N/A
104.18.30.67,4,4,0.00,130.34,0.00,N/A
104.19.175.65,4,4,0.00,130.38,0.00,N/A
104.18.14.164,4,4,0.00,130.40,0.00,N/A
104.19.178.146,4,4,0.00,130.41,0.00,N/A
104.25.63.234,4,4,0.00,130.44,0.00,N/A
104.19.244.28,4,4,0.00,130.44,0.00,N/A
104.18.15.220,4,4,0.00,130.44,0.00,N/A
104.19.97.223,4,4,0.00,130.45,0.00,N/A
104.25.77.98,4,4,0.00,130.46,0.00,N/A
104.19.98.94,4,4,0.00,130.48,0.00,N/A
104.19.185.0,4,4,0.00,130.50,0.00,N/A
104.25.76.153,4,4,0.00,130.50,0.00,N/A
104.19.158.245,4,4,0.00,130.51,0.00,N/A
104.18.89.12,4,4,0.00,130.51,0.00,N/A
104.19.219.103,4,4,0.00,130.60,0.00,N/A
104.18.132.31,4,4,0.00,130.66,0.00,N/A
104.19.159.91,4,4,0.00,130.68,0.00,N/A
104.26.8.208,4,4,0.00,130.69,0.00,N/A
104.18.9.48,4,4,0.00,130.71,0.00,N/A
104.18.45.225,4,4,0.00,130.72,0.00,N/A
104.18.8.188,4,4,0.00,130.77,0.00,N/A
104.19.164.103,4,4,0.00,130.77,0.00,N/A
104.18.174.28,4,4,0.00,130.78,0.00,N/A
104.26.7.183,4,4,0.00,130.81,0.00,N/A
104.25.58.139,4,4,0.00,130.82,0.00,N/A
104.18.13.113,4,4,0.00,130.82,0.00,N/A
104.19.160.194,4,4,0.00,130.90,0.00,N/A
104.19.230.24,4,4,0.00,130.93,0.00,N/A
104.18.7.71,4,4,0.00,130.95,0.00,N/A
104.19.229.249,4,4,0.00,130.95,0.00,N/A
104.19.176.166,4,4,0.00,130.99,0.00,N/A
104.25.72.54,4,4,0.00,131.00,0.00,N/A
104.18.11.153,4,4,0.00,131.03,0.00,N/A
104.18.92.97,4,4,0.00,131.03,0.00,N/A
104.19.184.141,4,4,0.00,131.04,0.00,N/A
104.19.236.204,4,4,0.00,131.05,0.00,N/A
104.18.42.193,4,4,0.00,131.05,0.00,N/A
104.18.16.89,4,4,0.00,131.07,0.00,N/A
104.19.182.143,4,4,0.00,131.08,0.00,N/A
104.19.239.19,4,4,0.00,131.10,0.00,N/A
104.18.46.241,4,4,0.00,131.13,0.00,N/A
104.18.44.154,4,4,0.00,131.17,0.00,N/A
104.19.222.217,4,4,0.00,131.19,0.00,N/A
104.19.186.232,4,4,0.00,131.20,0.00,N/A
104.18.41.46,4,4,0.00,131.22,0.00,N/A
104.19.180.242,4,4,0.00,131.23,0.00,N/A
104.18.116.190,4,4,0.00,131.27,0.00,N/A
104.25.75.139,4,4,0.00,131.28,0.00,N/A
104.18.115.87,4,4,0.00,131.28,0.00,N/A
104.19.231.172,4,4,0.00,131.30,0.00,N/A
104.26.6.136,4,4,0.00,131.31,0.00,N/A
104.26.4.47,4,4,0.00,131.32,0.00,N/A
104.19.187.3,4,4,0.00,131.32,0.00,N/A
104.18.79.195,4,4,0.00,131.33,0.00,N/A
104.19.91.104,4,4,0.00,131.34,0.00,N/A
104.18.78.99,4,4,0.00,131.35,0.00,N/A
104.26.3.106,4,4,0.00,131.41,0.00,N/A
104.18.81.54,4,4,0.00,131.42,0.00,N/A
104.26.5.77,4,4,0.00,131.43,0.00,N/A
104.18.117.92,4,4,0.00,131.44,0.00,N/A
104.19.200.75,4,4,0.00,131.44,0.00,N/A
104.18.85.61,4,4,0.00,131.45,0.00,N/A
104.18.94.174,4,4,0.00,131.55,0.00,N/A
104.18.28.187,4,4,0.00,131.57,0.00,N/A
104.18.75.12,4,4,0.00,131.58,0.00,N/A
104.19.202.161,4,4,0.00,131.60,0.00,N/A
104.18.96.189,4,4,0.00,131.63,0.00,N/A
104.25.249.55,4,4,0.00,131.66,0.00,N/A
104.18.22.169,4,4,0.00,131.67,0.00,N/A
104.18.90.94,4,4,0.00,131.69,0.00,N/A
104.26.9.151,4,4,0.00,131.70,0.00,N/A
104.18.40.231,4,4,0.00,131.71,0.00,N/A
104.19.183.254,4,4,0.00,131.75,0.00,N/A
104.19.181.156,4,4,0.00,131.76,0.00,N/A
104.19.140.152,4,4,0.00,131.78,0.00,N/A
104.19.201.129,4,4,0.00,131.79,0.00,N/A
104.18.70.140,4,4,0.00,131.79,0.00,N/A
104.18.29.123,4,4,0.00,131.83,0.00,N/A
104.25.96.94,4,4,0.00,131.84,0.00,N/A
104.18.88.53,4,4,0.00,131.89,0.00,N/A
104.19.139.240,4,4,0.00,131.92,0.00,N/A
104.19.197.98,4,4,0.00,131.93,0.00,N/A
104.18.69.51,4,4,0.00,131.95,0.00,N/A
104.18.112.145,4,4,0.00,131.96,0.00,N/A
104.18.71.21,4,4,0.00,132.00,0.00,N/A
104.18.68.201,4,4,0.00,132.04,0.00,N/A
104.19.199.60,4,4,0.00,132.06,0.00,N/A
104.19.245.129,4,4,0.00,132.09,0.00,N/A
104.25.71.204,4,4,0.00,132.13,0.00,N/A
104.18.24.143,4,4,0.00,132.22,0.00,N/A
104.25.254.215,4,4,0.00,132.26,0.00,N/A
104.25.253.11,4,4,0.00,132.27,0.00,N/A
104.19.196.200,4,4,0.00,132.30,0.00,N/A
104.18.25.141,4,4,0.00,132.43,0.00,N/A
104.18.10.129,4,4,0.00,132.43,0.00,N/A
104.18.21.14,4,4,0.00,132.44,0.00,N/A
104.18.20.251,4,4,0.00,132.46,0.00,N/A
104.18.1.97,4,4,0.00,132.55,0.00,N/A
104.19.237.238,4,4,0.00,132.59,0.00,N/A
104.25.252.109,4,4,0.00,132.68,0.00,N/A
104.19.220.44,4,4,0.00,132.75,0.00,N/A
104.18.50.239,4,4,0.00,132.79,0.00,N/A
104.19.211.130,4,4,0.00,132.83,0.00,N/A
104.18.27.123,4,4,0.00,133.01,0.00,N/A
104.26.10.184,4,4,0.00,133.04,0.00,N/A
104.18.99.175,4,4,0.00,133.06,0.00,N/A
104.18.26.115,4,4,0.00,133.11,0.00,N/A
104.26.2.231,4,4,0.00,133.13,0.00,N/A
104.18.131.181,4,4,0.00,133.18,0.00,N/A
104.18.51.68,4,4,0.00,133.22,0.00,N/A
104.18.98.32,4,4,0.00,133.24,0.00,N/A
104.18.52.38,4,4,0.00,133.37,0.00,N/A
104.25.80.48,4,4,0.00,133.40,0.00,N/A
104.19.170.225,4,4,0.00,133.52,0.00,N/A
104.18.43.97,4,4,0.00,133.76,0.00,N/A
104.25.241.166,4,4,0.00,133.85,0.00,N/A
104.25.98.26,4,4,0.00,133.90,0.00,N/A
104.25.248.76,4,4,0.00,133.97,0.00,N/A
104.18.48.13,4,4,0.00,133.98,0.00,N/A
104.25.246.70,4,4,0.00,133.98,0.00,N/A
104.18.97.73,4,4,0.00,134.01,0.00,N/A
104.25.97.140,4,4,0.00,134.02,0.00,N/A
104.25.247.150,4,4,0.00,134.03,0.00,N/A
104.18.47.208,4,4,0.00,134.06,0.00,N/A
104.18.49.189,4,4,0.00,134.40,0.00,N/A
104.19.212.184,4,4,0.00,134.52,0.00,N/A
104.18.91.237,4,4,0.00,134.53,0.00,N/A
104.19.203.32,4,4,0.00,134.71,0.00,N/A
104.17.255.123,4,4,0.00,134.77,0.00,N/A
104.18.23.45,4,4,0.00,134.85,0.00,N/A
104.26.0.5,4,4,0.00,134.88,0.00,N/A
104.18.86.39,4,4,0.00,134.90,0.00,N/A
104.25.255.13,4,4,0.00,134.94,0.00,N/A
